Country,Continent,Category,Bucket,uniqueID,Freq,adj_Bucket
Afghanistan,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Albania,Europe,GINI Index,2,EuropeGINI Index2,12,9
Algeria,Africa,GINI Index,4,AfricaGINI Index4,5,7
Andorra,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5,No Data
Angola,Africa,GINI Index,5,AfricaGINI Index5,16,6
Antigua & Barbuda,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Argentina,South America,GINI Index,5,South AmericaGINI Index5,2,6
Armenia,Europe,GINI Index,3,EuropeGINI Index3,11,8
Australia,Oceania,GINI Index,2,OceaniaGINI Index2,1,9
Austria,Europe,GINI Index,2,EuropeGINI Index2,12,9
Azerbaijan,Europe,GINI Index,3,EuropeGINI Index3,11,8
Bahamas,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Bahrain,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Bangladesh,Asia,GINI Index,3,AsiaGINI Index3,9,8
Barbados,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Belarus,Europe,GINI Index,1,EuropeGINI Index1,11,10
Belgium,Europe,GINI Index,1,EuropeGINI Index1,11,10
Belize,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Benin,Africa,GINI Index,4,AfricaGINI Index4,5,7
Bhutan,Asia,GINI Index,4,AsiaGINI Index4,10,7
Bolivia,South America,GINI Index,6,South AmericaGINI Index6,4,5
Bosnia and Herzegovina,Europe,GINI Index,3,EuropeGINI Index3,11,8
Botswana,Africa,GINI Index,10,AfricaGINI Index10,4,1
Brazil,South America,GINI Index,7,South AmericaGINI Index7,3,4
Brunei,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Bulgaria,Europe,GINI Index,5,EuropeGINI Index5,2,6
Burkina Faso,Africa,GINI Index,5,AfricaGINI Index5,16,6
Burundi,Africa,GINI Index,5,AfricaGINI Index5,16,6
Cabo Verde,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8,No Data
Cambodia,Asia,GINI Index,4,AsiaGINI Index4,10,7
Cameroon,Africa,GINI Index,6,AfricaGINI Index6,7,5
Canada,North America,GINI Index,3,North AmericaGINI Index3,2,8
Central African Republic,Africa,GINI Index,6,AfricaGINI Index6,7,5
Chad,Africa,GINI Index,6,AfricaGINI Index6,7,5
Chile,South America,GINI Index,7,South AmericaGINI Index7,3,4
China,UN Security Council,GINI Index,6,UN Security CouncilGINI Index6,2,5
Colombia,South America,GINI Index,7,South AmericaGINI Index7,3,4
Comoros,Africa,GINI Index,9,AfricaGINI Index9,2,2
Congo (Dem. Rep.),Africa,GINI Index,5,AfricaGINI Index5,16,6
Congo (Rep.),Africa,GINI Index,7,AfricaGINI Index7,6,4
Costa Rica,North America,GINI Index,7,North AmericaGINI Index7,3,4
Cote d'Ivoire,Africa,GINI Index,5,AfricaGINI Index5,16,6
Croatia,Europe,GINI Index,2,EuropeGINI Index2,12,9
Cuba,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Cyprus,Europe,GINI Index,3,EuropeGINI Index3,11,8
Czech Republic,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5,No Data
Denmark,Europe,GINI Index,2,EuropeGINI Index2,12,9
Djibouti,Africa,GINI Index,5,AfricaGINI Index5,16,6
Dominica,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Dominican Republic,North America,GINI Index,6,North AmericaGINI Index6,3,5
Ecuador,South America,GINI Index,6,South AmericaGINI Index6,4,5
Egypt,Africa,GINI Index,3,AfricaGINI Index3,5,8
El Salvador,North America,GINI Index,4,North AmericaGINI Index4,1,7
Equatorial Guinea,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8,No Data
Eritrea,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8,No Data
Estonia,Europe,GINI Index,3,EuropeGINI Index3,11,8
Eswatini,Africa,GINI Index,7,AfricaGINI Index7,6,4
Ethiopia,Africa,GINI Index,3,AfricaGINI Index3,5,8
Fiji,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Finland,Europe,GINI Index,1,EuropeGINI Index1,11,10
France,UN Security Council,GINI Index,2,UN Security CouncilGINI Index2,1,9
Gabon,Africa,GINI Index,5,AfricaGINI Index5,16,6
"Gambia, The",Africa,GINI Index,7,AfricaGINI Index7,6,4
Georgia,Europe,GINI Index,5,EuropeGINI Index5,2,6
Germany,Europe,GINI Index,1,EuropeGINI Index1,11,10
Ghana,Africa,GINI Index,5,AfricaGINI Index5,16,6
Greece,Europe,GINI Index,4,EuropeGINI Index4,4,7
Grenada,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Guatemala,North America,GINI Index,8,North AmericaGINI Index8,1,3
Guinea,Africa,GINI Index,5,AfricaGINI Index5,16,6
Guinea-Bissau,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8,No Data
Guyana,South America,GINI Index,6,South AmericaGINI Index6,4,5
Haiti,North America,GINI Index,10,North AmericaGINI Index10,1,1
Honduras,North America,GINI Index,6,North AmericaGINI Index6,3,5
Hungary,Europe,GINI Index,2,EuropeGINI Index2,12,9
Iceland,Europe,GINI Index,2,EuropeGINI Index2,12,9
India,Asia,GINI Index,3,AsiaGINI Index3,9,8
Indonesia,Asia,GINI Index,4,AsiaGINI Index4,10,7
Iran,Asia,GINI Index,6,AsiaGINI Index6,6,5
Iraq,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Ireland,Europe,GINI Index,3,EuropeGINI Index3,11,8
Israel,Asia,GINI Index,5,AsiaGINI Index5,4,6
Italy,Europe,GINI Index,3,EuropeGINI Index3,11,8
Jamaica,North America,GINI Index,3,North AmericaGINI Index3,2,8
Japan,Asia,GINI Index,4,AsiaGINI Index4,10,7
Jordan,Asia,GINI Index,5,AsiaGINI Index5,4,6
Kazakhstan,Asia,GINI Index,1,AsiaGINI Index1,1,10
Kenya,Africa,GINI Index,7,AfricaGINI Index7,6,4
Kiribati,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Korea (Dem. People’s Rep.),Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Korea (Rep.),Asia,GINI Index,4,AsiaGINI Index4,10,7
Kosovo,Europe,GINI Index,1,EuropeGINI Index1,11,10
Kuwait,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Kyrgyzstan,Asia,GINI Index,3,AsiaGINI Index3,9,8
Laos,Asia,GINI Index,4,AsiaGINI Index4,10,7
Latvia,Europe,GINI Index,3,EuropeGINI Index3,11,8
Lebanon,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Lesotho,Africa,GINI Index,10,AfricaGINI Index10,4,1
Liberia,Africa,GINI Index,3,AfricaGINI Index3,5,8
Libya,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8,No Data
Liechtenstein,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5,No Data
Lithuania,Europe,GINI Index,4,EuropeGINI Index4,4,7
Luxembourg,Europe,GINI Index,2,EuropeGINI Index2,12,9
Macedonia,Europe,GINI Index,3,EuropeGINI Index3,11,8
Madagascar,Africa,GINI Index,5,AfricaGINI Index5,16,6
Malawi,Africa,GINI Index,6,AfricaGINI Index6,7,5
Malaysia,Asia,GINI Index,6,AsiaGINI Index6,6,5
Maldives,Asia,GINI Index,4,AsiaGINI Index4,10,7
Mali,Africa,GINI Index,5,AfricaGINI Index5,16,6
Malta,Europe,GINI Index,2,EuropeGINI Index2,12,9
Marshall Islands,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Mauritania,Africa,GINI Index,4,AfricaGINI Index4,5,7
Mauritius,Africa,GINI Index,4,AfricaGINI Index4,5,7
Mexico,North America,GINI Index,7,North AmericaGINI Index7,3,4
Micronesia,Oceania,GINI Index,10,OceaniaGINI Index10,1,1
Moldova,Europe,GINI Index,1,EuropeGINI Index1,11,10
Monaco,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5,No Data
Mongolia,Asia,GINI Index,3,AsiaGINI Index3,9,8
Montenegro,Europe,GINI Index,3,EuropeGINI Index3,11,8
Morocco,Africa,GINI Index,5,AfricaGINI Index5,16,6
Mozambique,Africa,GINI Index,6,AfricaGINI Index6,7,5
Myanmar,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Namibia,Africa,GINI Index,10,AfricaGINI Index10,4,1
Nauru,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Nepal,Asia,GINI Index,3,AsiaGINI Index3,9,8
Netherlands,Europe,GINI Index,2,EuropeGINI Index2,12,9
New Zealand,Oceania,GINI Index,4,OceaniaGINI Index4,1,7
Nicaragua,North America,GINI Index,6,North AmericaGINI Index6,3,5
Niger,Africa,GINI Index,3,AfricaGINI Index3,5,8
Nigeria,Africa,GINI Index,7,AfricaGINI Index7,6,4
Norway,Europe,GINI Index,1,EuropeGINI Index1,11,10
Oman,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Pakistan,Asia,GINI Index,2,AsiaGINI Index2,1,9
Palau,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Panama,North America,GINI Index,7,North AmericaGINI Index7,3,4
Papua New Guinea,Oceania,GINI Index,7,OceaniaGINI Index7,1,4
Paraguay,South America,GINI Index,8,South AmericaGINI Index8,1,3
Peru,South America,GINI Index,6,South AmericaGINI Index6,4,5
Philippines,Asia,GINI Index,6,AsiaGINI Index6,6,5
Poland,Europe,GINI Index,2,EuropeGINI Index2,12,9
Portugal,Europe,GINI Index,3,EuropeGINI Index3,11,8
Qatar,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Romania,Europe,GINI Index,2,EuropeGINI Index2,12,9
Russia,UN Security Council,GINI Index,5,UN Security CouncilGINI Index5,1,6
Rwanda,Africa,GINI Index,7,AfricaGINI Index7,6,4
Saint Kitts and Nevis,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Saint Lucia,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Saint Vincent and the Grenadines,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Samoa,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
San Marino,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5,No Data
Sao Tome and Principe,Africa,GINI Index,2,AfricaGINI Index2,1,9
Saudi Arabia,Asia,GINI Index,6,AsiaGINI Index6,6,5
Senegal,Africa,GINI Index,5,AfricaGINI Index5,16,6
Serbia,Europe,GINI Index,4,EuropeGINI Index4,4,7
Seychelles,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8,No Data
Sierra Leone,Africa,GINI Index,3,AfricaGINI Index3,5,8
Singapore,Asia,GINI Index,6,AsiaGINI Index6,6,5
Slovakia,Europe,GINI Index,1,EuropeGINI Index1,11,10
Slovenia,Europe,GINI Index,1,EuropeGINI Index1,11,10
Solomon Islands,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Somalia,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8,No Data
South Africa,Africa,GINI Index,10,AfricaGINI Index10,4,1
South Sudan,Africa,GINI Index,6,AfricaGINI Index6,7,5
Spain,Europe,GINI Index,4,EuropeGINI Index4,4,7
Sri Lanka,Asia,GINI Index,4,AsiaGINI Index4,10,7
Sudan,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8,No Data
Suriname,South America,GINI Index,No Data,South AmericaGINI IndexNo Data,1,No Data
Sweden,Europe,GINI Index,1,EuropeGINI Index1,11,10
Switzerland,Europe,GINI Index,2,EuropeGINI Index2,12,9
Syria,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
Taiwan,Asia,GINI Index,3,AsiaGINI Index3,9,8
Tajikistan,Asia,GINI Index,3,AsiaGINI Index3,9,8
Tanzania,Africa,GINI Index,4,AfricaGINI Index4,5,7
Thailand,Asia,GINI Index,6,AsiaGINI Index6,6,5
Timor-Leste,Asia,GINI Index,3,AsiaGINI Index3,9,8
Togo,Africa,GINI Index,6,AfricaGINI Index6,7,5
Tonga,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Trinidad and Tobago,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11,No Data
Tunisia,Africa,GINI Index,5,AfricaGINI Index5,16,6
Turkey,Asia,GINI Index,5,AsiaGINI Index5,4,6
Turkmenistan,Asia,GINI Index,5,AsiaGINI Index5,4,6
Tuvalu,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Uganda,Africa,GINI Index,5,AfricaGINI Index5,16,6
Ukraine,Europe,GINI Index,1,EuropeGINI Index1,11,10
United Arab Emirates,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12,No Data
United Kingdom,UN Security Council,GINI Index,3,UN Security CouncilGINI Index3,1,8
United States,UN Security Council,GINI Index,6,UN Security CouncilGINI Index6,2,5
Uruguay,South America,GINI Index,5,South AmericaGINI Index5,2,6
Uzbekistan,Asia,GINI Index,4,AsiaGINI Index4,10,7
Vanuatu,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10,No Data
Venezuela,South America,GINI Index,4,South AmericaGINI Index4,1,7
Vietnam,Asia,GINI Index,3,AsiaGINI Index3,9,8
Yemen,Asia,GINI Index,4,AsiaGINI Index4,10,7
Zambia,Africa,GINI Index,9,AfricaGINI Index9,2,2
Zimbabwe,Africa,GINI Index,5,AfricaGINI Index5,16,6
Afghanistan,Asia,Happy Planet Index,3,AsiaHappy Planet Index3,3,3
Albania,Europe,Happy Planet Index,8,EuropeHappy Planet Index8,4,8
Algeria,Africa,Happy Planet Index,7,AfricaHappy Planet Index7,2,7
Andorra,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7,No Data
Angola,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Antigua & Barbuda,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9,No Data
Argentina,South America,Happy Planet Index,8,South AmericaHappy Planet Index8,3,8
Armenia,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8,5
Australia,Oceania,Happy Planet Index,3,OceaniaHappy Planet Index3,1,3
Austria,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
Azerbaijan,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7,No Data
Bahamas,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9,No Data
Bahrain,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13,No Data
Bangladesh,Asia,Happy Planet Index,9,AsiaHappy Planet Index9,2,9
Barbados,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9,No Data
Belarus,Europe,Happy Planet Index,3,EuropeHappy Planet Index3,3,3
Belgium,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7,4
Belize,North America,Happy Planet Index,7,North AmericaHappy Planet Index7,2,7
Benin,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8,1
Bhutan,Asia,Happy Planet Index,5,AsiaHappy Planet Index5,5,5
Bolivia,South America,Happy Planet Index,4,South AmericaHappy Planet Index4,3,4
Bosnia and Herzegovina,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7,4
Botswana,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9,2
Brazil,South America,Happy Planet Index,7,South AmericaHappy Planet Index7,3,7
Brunei,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13,No Data
Bulgaria,Europe,Happy Planet Index,3,EuropeHappy Planet Index3,3,3
Burkina Faso,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9,2
Burundi,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8,1
Cabo Verde,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Cambodia,Asia,Happy Planet Index,5,AsiaHappy Planet Index5,5,5
Cameroon,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9,2
Canada,North America,Happy Planet Index,4,North AmericaHappy Planet Index4,1,4
Central African Republic,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Chad,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8,1
Chile,South America,Happy Planet Index,6,South AmericaHappy Planet Index6,1,6
China,UN Security Council,Happy Planet Index,5,UN Security CouncilHappy Planet Index5,1,5
Colombia,South America,Happy Planet Index,9,South AmericaHappy Planet Index9,1,9
Comoros,Africa,Happy Planet Index,4,AfricaHappy Planet Index4,5,4
Congo (Dem. Rep.),Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Congo (Rep.),Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9,2
Costa Rica,North America,Happy Planet Index,10,North AmericaHappy Planet Index10,1,10
Cote d'Ivoire,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8,1
Croatia,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
Cuba,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9,No Data
Cyprus,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
Czech Republic,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8,5
Denmark,Europe,Happy Planet Index,7,EuropeHappy Planet Index7,2,7
Djibouti,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9,2
Dominica,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9,No Data
Dominican Republic,North America,Happy Planet Index,6,North AmericaHappy Planet Index6,1,6
Ecuador,South America,Happy Planet Index,8,South AmericaHappy Planet Index8,3,8
Egypt,Africa,Happy Planet Index,4,AfricaHappy Planet Index4,5,4
El Salvador,North America,Happy Planet Index,8,North AmericaHappy Planet Index8,2,8
Equatorial Guinea,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Eritrea,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Estonia,Europe,Happy Planet Index,2,EuropeHappy Planet Index2,2,2
Eswatini,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8,1
Ethiopia,Africa,Happy Planet Index,5,AfricaHappy Planet Index5,3,5
Fiji,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11,No Data
Finland,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
France,UN Security Council,Happy Planet Index,6,UN Security CouncilHappy Planet Index6,2,6
Gabon,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9,2
"Gambia, The",Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Georgia,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
Germany,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
Ghana,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10,3
Greece,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7,4
Grenada,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9,No Data
Guatemala,North America,Happy Planet Index,7,North AmericaHappy Planet Index7,2,7
Guinea,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Guinea-Bissau,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Guyana,South America,Happy Planet Index,No Data,South AmericaHappy Planet IndexNo Data,1,No Data
Haiti,North America,Happy Planet Index,5,North AmericaHappy Planet Index5,2,5
Honduras,North America,Happy Planet Index,5,North AmericaHappy Planet Index5,2,5
Hungary,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8,5
Iceland,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
India,Asia,Happy Planet Index,6,AsiaHappy Planet Index6,6,6
Indonesia,Asia,Happy Planet Index,8,AsiaHappy Planet Index8,2,8
Iran,Asia,Happy Planet Index,4,AsiaHappy Planet Index4,4,4
Iraq,Asia,Happy Planet Index,5,AsiaHappy Planet Index5,5,5
Ireland,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
Israel,Asia,Happy Planet Index,6,AsiaHappy Planet Index6,6,6
Italy,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8,5
Jamaica,North America,Happy Planet Index,8,North AmericaHappy Planet Index8,2,8
Japan,Asia,Happy Planet Index,5,AsiaHappy Planet Index5,5,5
Jordan,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13,No Data
Kazakhstan,Asia,Happy Planet Index,2,AsiaHappy Planet Index2,2,2
Kenya,Africa,Happy Planet Index,4,AfricaHappy Planet Index4,5,4
Kiribati,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11,No Data
Korea (Dem. People’s Rep.),Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13,No Data
Korea (Rep.),Asia,Happy Planet Index,4,AsiaHappy Planet Index4,4,4
Kosovo,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7,No Data
Kuwait,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13,No Data
Kyrgyzstan,Asia,Happy Planet Index,7,AsiaHappy Planet Index7,4,7
Laos,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13,No Data
Latvia,Europe,Happy Planet Index,2,EuropeHappy Planet Index2,2,2
Lebanon,Asia,Happy Planet Index,3,AsiaHappy Planet Index3,3,3
Lesotho,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9,2
Liberia,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10,3
Libya,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Liechtenstein,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7,No Data
Lithuania,Europe,Happy Planet Index,3,EuropeHappy Planet Index3,3,3
Luxembourg,Europe,Happy Planet Index,1,EuropeHappy Planet Index1,1,1
Macedonia,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7,4
Madagascar,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Malawi,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10,3
Malaysia,Asia,Happy Planet Index,6,AsiaHappy Planet Index6,6,6
Maldives,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13,No Data
Mali,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17,No Data
Malta,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11,6
Marshall Islands,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11,No Data
Mauritania,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9,2
Mauritius,Africa,Happy Planet Index,5,AfricaHappy Planet Index5,3,5
Mexico,North America,Happy Planet Index,9,North AmericaHappy Planet Index9,3,9
Micronesia,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11,No Data
Moldova,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7,No Data
Monaco,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7,No Data
Mongolia,Asia,Happy Planet Index,1,AsiaHappy Planet Index1,2,1
Montenegro,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7,4
