Country,Continent,Category,Bucket,uniqueID,Freq
Bulgaria,Europe,GINI Index,5,EuropeGINI Index5,2
Burkina Faso,Africa,GINI Index,5,AfricaGINI Index5,16
Burundi,Africa,GINI Index,5,AfricaGINI Index5,16
Cabo Verde,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8
Cambodia,Asia,GINI Index,4,AsiaGINI Index4,10
Cameroon,Africa,GINI Index,6,AfricaGINI Index6,7
Canada,North America,GINI Index,3,North AmericaGINI Index3,2
Central African Republic,Africa,GINI Index,6,AfricaGINI Index6,7
Chad,Africa,GINI Index,6,AfricaGINI Index6,7
Chile,South America,GINI Index,7,South AmericaGINI Index7,3
China,UN Security Council,GINI Index,6,UN Security CouncilGINI Index6,2
Colombia,South America,GINI Index,7,South AmericaGINI Index7,3
Comoros,Africa,GINI Index,9,AfricaGINI Index9,2
Congo (Dem. Rep.),Africa,GINI Index,5,AfricaGINI Index5,16
Congo (Rep.),Africa,GINI Index,7,AfricaGINI Index7,6
Costa Rica,North America,GINI Index,7,North AmericaGINI Index7,3
Cote d'Ivoire,Africa,GINI Index,5,AfricaGINI Index5,16
Croatia,Europe,GINI Index,2,EuropeGINI Index2,12
Cuba,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11
Cyprus,Europe,GINI Index,3,EuropeGINI Index3,11
Czech Republic,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5
Denmark,Europe,GINI Index,2,EuropeGINI Index2,12
Djibouti,Africa,GINI Index,5,AfricaGINI Index5,16
Dominica,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11
Dominican Republic,North America,GINI Index,6,North AmericaGINI Index6,3
Ecuador,South America,GINI Index,6,South AmericaGINI Index6,4
Egypt,Africa,GINI Index,3,AfricaGINI Index3,5
El Salvador,North America,GINI Index,4,North AmericaGINI Index4,1
Equatorial Guinea,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8
Eritrea,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8
Estonia,Europe,GINI Index,3,EuropeGINI Index3,11
Eswatini,Africa,GINI Index,7,AfricaGINI Index7,6
Ethiopia,Africa,GINI Index,3,AfricaGINI Index3,5
Fiji,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Finland,Europe,GINI Index,1,EuropeGINI Index1,11
France,UN Security Council,GINI Index,2,UN Security CouncilGINI Index2,1
Gabon,Africa,GINI Index,5,AfricaGINI Index5,16
"Gambia, The",Africa,GINI Index,7,AfricaGINI Index7,6
Georgia,Europe,GINI Index,5,EuropeGINI Index5,2
Germany,Europe,GINI Index,1,EuropeGINI Index1,11
Ghana,Africa,GINI Index,5,AfricaGINI Index5,16
Greece,Europe,GINI Index,4,EuropeGINI Index4,4
Grenada,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11
Guatemala,North America,GINI Index,8,North AmericaGINI Index8,1
Guinea,Africa,GINI Index,5,AfricaGINI Index5,16
Guinea-Bissau,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8
Guyana,South America,GINI Index,6,South AmericaGINI Index6,4
Haiti,North America,GINI Index,10,North AmericaGINI Index10,1
Honduras,North America,GINI Index,6,North AmericaGINI Index6,3
Hungary,Europe,GINI Index,2,EuropeGINI Index2,12
Iceland,Europe,GINI Index,2,EuropeGINI Index2,12
India,Asia,GINI Index,3,AsiaGINI Index3,9
Indonesia,Asia,GINI Index,4,AsiaGINI Index4,10
Iran,Asia,GINI Index,6,AsiaGINI Index6,6
Iraq,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
Ireland,Europe,GINI Index,3,EuropeGINI Index3,11
Israel,Asia,GINI Index,5,AsiaGINI Index5,4
Italy,Europe,GINI Index,3,EuropeGINI Index3,11
Jamaica,North America,GINI Index,3,North AmericaGINI Index3,2
Japan,Asia,GINI Index,4,AsiaGINI Index4,10
Jordan,Asia,GINI Index,5,AsiaGINI Index5,4
Kazakhstan,Asia,GINI Index,1,AsiaGINI Index1,1
Kenya,Africa,GINI Index,7,AfricaGINI Index7,6
Kiribati,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Korea (Dem. People’s Rep.),Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
Korea (Rep.),Asia,GINI Index,4,AsiaGINI Index4,10
Kosovo,Europe,GINI Index,1,EuropeGINI Index1,11
Kuwait,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
Kyrgyzstan,Asia,GINI Index,3,AsiaGINI Index3,9
Laos,Asia,GINI Index,4,AsiaGINI Index4,10
Latvia,Europe,GINI Index,3,EuropeGINI Index3,11
Lebanon,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
Lesotho,Africa,GINI Index,10,AfricaGINI Index10,4
Liberia,Africa,GINI Index,3,AfricaGINI Index3,5
Libya,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8
Liechtenstein,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5
Lithuania,Europe,GINI Index,4,EuropeGINI Index4,4
Luxembourg,Europe,GINI Index,2,EuropeGINI Index2,12
Macedonia,Europe,GINI Index,3,EuropeGINI Index3,11
Madagascar,Africa,GINI Index,5,AfricaGINI Index5,16
Malawi,Africa,GINI Index,6,AfricaGINI Index6,7
Malaysia,Asia,GINI Index,6,AsiaGINI Index6,6
Maldives,Asia,GINI Index,4,AsiaGINI Index4,10
Mali,Africa,GINI Index,5,AfricaGINI Index5,16
Malta,Europe,GINI Index,2,EuropeGINI Index2,12
Marshall Islands,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Mauritania,Africa,GINI Index,4,AfricaGINI Index4,5
Mauritius,Africa,GINI Index,4,AfricaGINI Index4,5
Mexico,North America,GINI Index,7,North AmericaGINI Index7,3
Micronesia,Oceania,GINI Index,10,OceaniaGINI Index10,1
Moldova,Europe,GINI Index,1,EuropeGINI Index1,11
Monaco,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5
Mongolia,Asia,GINI Index,3,AsiaGINI Index3,9
Montenegro,Europe,GINI Index,3,EuropeGINI Index3,11
Morocco,Africa,GINI Index,5,AfricaGINI Index5,16
Mozambique,Africa,GINI Index,6,AfricaGINI Index6,7
Myanmar,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
Namibia,Africa,GINI Index,10,AfricaGINI Index10,4
Nauru,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Nepal,Asia,GINI Index,3,AsiaGINI Index3,9
Netherlands,Europe,GINI Index,2,EuropeGINI Index2,12
New Zealand,Oceania,GINI Index,4,OceaniaGINI Index4,1
Nicaragua,North America,GINI Index,6,North AmericaGINI Index6,3
Niger,Africa,GINI Index,3,AfricaGINI Index3,5
Nigeria,Africa,GINI Index,7,AfricaGINI Index7,6
Norway,Europe,GINI Index,1,EuropeGINI Index1,11
Oman,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
Pakistan,Asia,GINI Index,2,AsiaGINI Index2,1
Palau,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Panama,North America,GINI Index,7,North AmericaGINI Index7,3
Papua New Guinea,Oceania,GINI Index,7,OceaniaGINI Index7,1
Paraguay,South America,GINI Index,8,South AmericaGINI Index8,1
Peru,South America,GINI Index,6,South AmericaGINI Index6,4
Philippines,Asia,GINI Index,6,AsiaGINI Index6,6
Poland,Europe,GINI Index,2,EuropeGINI Index2,12
Portugal,Europe,GINI Index,3,EuropeGINI Index3,11
Qatar,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
Romania,Europe,GINI Index,2,EuropeGINI Index2,12
Russia,UN Security Council,GINI Index,5,UN Security CouncilGINI Index5,1
Rwanda,Africa,GINI Index,7,AfricaGINI Index7,6
Saint Kitts and Nevis,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11
Saint Lucia,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11
Saint Vincent and the Grenadines,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11
Samoa,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
San Marino,Europe,GINI Index,No Data,EuropeGINI IndexNo Data,5
Sao Tome and Principe,Africa,GINI Index,2,AfricaGINI Index2,1
Saudi Arabia,Asia,GINI Index,6,AsiaGINI Index6,6
Senegal,Africa,GINI Index,5,AfricaGINI Index5,16
Serbia,Europe,GINI Index,4,EuropeGINI Index4,4
Seychelles,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8
Sierra Leone,Africa,GINI Index,3,AfricaGINI Index3,5
Singapore,Asia,GINI Index,6,AsiaGINI Index6,6
Slovakia,Europe,GINI Index,1,EuropeGINI Index1,11
Slovenia,Europe,GINI Index,1,EuropeGINI Index1,11
Solomon Islands,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Somalia,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8
South Africa,Africa,GINI Index,10,AfricaGINI Index10,4
South Sudan,Africa,GINI Index,6,AfricaGINI Index6,7
Spain,Europe,GINI Index,4,EuropeGINI Index4,4
Sri Lanka,Asia,GINI Index,4,AsiaGINI Index4,10
Sudan,Africa,GINI Index,No Data,AfricaGINI IndexNo Data,8
Suriname,South America,GINI Index,No Data,South AmericaGINI IndexNo Data,1
Sweden,Europe,GINI Index,1,EuropeGINI Index1,11
Switzerland,Europe,GINI Index,2,EuropeGINI Index2,12
Syria,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
Taiwan,Asia,GINI Index,3,AsiaGINI Index3,9
Tajikistan,Asia,GINI Index,3,AsiaGINI Index3,9
Tanzania,Africa,GINI Index,4,AfricaGINI Index4,5
Thailand,Asia,GINI Index,6,AsiaGINI Index6,6
Timor-Leste,Asia,GINI Index,3,AsiaGINI Index3,9
Togo,Africa,GINI Index,6,AfricaGINI Index6,7
Tonga,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Trinidad and Tobago,North America,GINI Index,No Data,North AmericaGINI IndexNo Data,11
Tunisia,Africa,GINI Index,5,AfricaGINI Index5,16
Turkey,Asia,GINI Index,5,AsiaGINI Index5,4
Turkmenistan,Asia,GINI Index,5,AsiaGINI Index5,4
Tuvalu,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Uganda,Africa,GINI Index,5,AfricaGINI Index5,16
Ukraine,Europe,GINI Index,1,EuropeGINI Index1,11
United Arab Emirates,Asia,GINI Index,No Data,AsiaGINI IndexNo Data,12
United Kingdom,UN Security Council,GINI Index,3,UN Security CouncilGINI Index3,1
United States,UN Security Council,GINI Index,6,UN Security CouncilGINI Index6,2
Uruguay,South America,GINI Index,5,South AmericaGINI Index5,2
Uzbekistan,Asia,GINI Index,4,AsiaGINI Index4,10
Vanuatu,Oceania,GINI Index,No Data,OceaniaGINI IndexNo Data,10
Venezuela,South America,GINI Index,4,South AmericaGINI Index4,1
Vietnam,Asia,GINI Index,3,AsiaGINI Index3,9
Yemen,Asia,GINI Index,4,AsiaGINI Index4,10
Zambia,Africa,GINI Index,9,AfricaGINI Index9,2
Zimbabwe,Africa,GINI Index,5,AfricaGINI Index5,16
Afghanistan,Asia,Happy Planet Index,3,AsiaHappy Planet Index3,3
Albania,Europe,Happy Planet Index,8,EuropeHappy Planet Index8,4
Algeria,Africa,Happy Planet Index,7,AfricaHappy Planet Index7,2
Andorra,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7
Angola,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Antigua & Barbuda,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9
Argentina,South America,Happy Planet Index,8,South AmericaHappy Planet Index8,3
Armenia,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8
Australia,Oceania,Happy Planet Index,3,OceaniaHappy Planet Index3,1
Austria,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
Azerbaijan,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7
Bahamas,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9
Bahrain,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13
Bangladesh,Asia,Happy Planet Index,9,AsiaHappy Planet Index9,2
Barbados,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9
Belarus,Europe,Happy Planet Index,3,EuropeHappy Planet Index3,3
Belgium,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7
Belize,North America,Happy Planet Index,7,North AmericaHappy Planet Index7,2
Benin,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8
Bhutan,Asia,Happy Planet Index,5,AsiaHappy Planet Index5,5
Bolivia,South America,Happy Planet Index,4,South AmericaHappy Planet Index4,3
Bosnia and Herzegovina,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7
Botswana,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
Brazil,South America,Happy Planet Index,7,South AmericaHappy Planet Index7,3
Brunei,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13
Bulgaria,Europe,Happy Planet Index,3,EuropeHappy Planet Index3,3
Burkina Faso,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
Burundi,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8
Cabo Verde,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Cambodia,Asia,Happy Planet Index,5,AsiaHappy Planet Index5,5
Cameroon,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
Canada,North America,Happy Planet Index,4,North AmericaHappy Planet Index4,1
Central African Republic,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Chad,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8
Chile,South America,Happy Planet Index,6,South AmericaHappy Planet Index6,1
China,UN Security Council,Happy Planet Index,5,UN Security CouncilHappy Planet Index5,1
Colombia,South America,Happy Planet Index,9,South AmericaHappy Planet Index9,1
Comoros,Africa,Happy Planet Index,4,AfricaHappy Planet Index4,5
Congo (Dem. Rep.),Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Congo (Rep.),Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
Costa Rica,North America,Happy Planet Index,10,North AmericaHappy Planet Index10,1
Cote d'Ivoire,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8
Croatia,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
Cuba,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9
Cyprus,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
Czech Republic,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8
Denmark,Europe,Happy Planet Index,7,EuropeHappy Planet Index7,2
Djibouti,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
Dominica,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9
Dominican Republic,North America,Happy Planet Index,6,North AmericaHappy Planet Index6,1
Ecuador,South America,Happy Planet Index,8,South AmericaHappy Planet Index8,3
Egypt,Africa,Happy Planet Index,4,AfricaHappy Planet Index4,5
El Salvador,North America,Happy Planet Index,8,North AmericaHappy Planet Index8,2
Equatorial Guinea,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Eritrea,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Estonia,Europe,Happy Planet Index,2,EuropeHappy Planet Index2,2
Eswatini,Africa,Happy Planet Index,1,AfricaHappy Planet Index1,8
Ethiopia,Africa,Happy Planet Index,5,AfricaHappy Planet Index5,3
Fiji,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11
Finland,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
France,UN Security Council,Happy Planet Index,6,UN Security CouncilHappy Planet Index6,2
Gabon,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
"Gambia, The",Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Georgia,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
Germany,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
Ghana,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10
Greece,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7
Grenada,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9
Guatemala,North America,Happy Planet Index,7,North AmericaHappy Planet Index7,2
Guinea,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Guinea-Bissau,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Guyana,South America,Happy Planet Index,No Data,South AmericaHappy Planet IndexNo Data,1
Haiti,North America,Happy Planet Index,5,North AmericaHappy Planet Index5,2
Honduras,North America,Happy Planet Index,5,North AmericaHappy Planet Index5,2
Hungary,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8
Iceland,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
India,Asia,Happy Planet Index,6,AsiaHappy Planet Index6,6
Indonesia,Asia,Happy Planet Index,8,AsiaHappy Planet Index8,2
Iran,Asia,Happy Planet Index,4,AsiaHappy Planet Index4,4
Iraq,Asia,Happy Planet Index,5,AsiaHappy Planet Index5,5
Ireland,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
Israel,Asia,Happy Planet Index,6,AsiaHappy Planet Index6,6
Italy,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8
Jamaica,North America,Happy Planet Index,8,North AmericaHappy Planet Index8,2
Japan,Asia,Happy Planet Index,5,AsiaHappy Planet Index5,5
Jordan,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13
Kazakhstan,Asia,Happy Planet Index,2,AsiaHappy Planet Index2,2
Kenya,Africa,Happy Planet Index,4,AfricaHappy Planet Index4,5
Kiribati,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11
Korea (Dem. People’s Rep.),Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13
Korea (Rep.),Asia,Happy Planet Index,4,AsiaHappy Planet Index4,4
Kosovo,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7
Kuwait,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13
Kyrgyzstan,Asia,Happy Planet Index,7,AsiaHappy Planet Index7,4
Laos,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13
Latvia,Europe,Happy Planet Index,2,EuropeHappy Planet Index2,2
Lebanon,Asia,Happy Planet Index,3,AsiaHappy Planet Index3,3
Lesotho,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
Liberia,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10
Libya,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Liechtenstein,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7
Lithuania,Europe,Happy Planet Index,3,EuropeHappy Planet Index3,3
Luxembourg,Europe,Happy Planet Index,1,EuropeHappy Planet Index1,1
Macedonia,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7
Madagascar,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Malawi,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10
Malaysia,Asia,Happy Planet Index,6,AsiaHappy Planet Index6,6
Maldives,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13
Mali,Africa,Happy Planet Index,No Data,AfricaHappy Planet IndexNo Data,17
Malta,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
Marshall Islands,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11
Mauritania,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
Mauritius,Africa,Happy Planet Index,5,AfricaHappy Planet Index5,3
Mexico,North America,Happy Planet Index,9,North AmericaHappy Planet Index9,3
Micronesia,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11
Moldova,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7
Monaco,Europe,Happy Planet Index,No Data,EuropeHappy Planet IndexNo Data,7
Mongolia,Asia,Happy Planet Index,1,AsiaHappy Planet Index1,2
Montenegro,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7
Morocco,Africa,Happy Planet Index,7,AfricaHappy Planet Index7,2
Mozambique,Africa,Happy Planet Index,4,AfricaHappy Planet Index4,5
Myanmar,Asia,Happy Planet Index,4,AsiaHappy Planet Index4,4
Namibia,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10
Nauru,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11
Nepal,Asia,Happy Planet Index,6,AsiaHappy Planet Index6,6
Netherlands,Europe,Happy Planet Index,8,EuropeHappy Planet Index8,4
New Zealand,Oceania,Happy Planet Index,6,OceaniaHappy Planet Index6,1
Nicaragua,North America,Happy Planet Index,9,North AmericaHappy Planet Index9,3
Niger,Africa,Happy Planet Index,2,AfricaHappy Planet Index2,9
Nigeria,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10
Norway,Europe,Happy Planet Index,8,EuropeHappy Planet Index8,4
Oman,Asia,Happy Planet Index,3,AsiaHappy Planet Index3,3
Pakistan,Asia,Happy Planet Index,6,AsiaHappy Planet Index6,6
Palau,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11
Panama,North America,Happy Planet Index,9,North AmericaHappy Planet Index9,3
Papua New Guinea,Oceania,Happy Planet Index,No Data,OceaniaHappy Planet IndexNo Data,11
Paraguay,South America,Happy Planet Index,4,South AmericaHappy Planet Index4,3
Peru,South America,Happy Planet Index,7,South AmericaHappy Planet Index7,3
Philippines,Asia,Happy Planet Index,7,AsiaHappy Planet Index7,4
Poland,Europe,Happy Planet Index,5,EuropeHappy Planet Index5,8
Portugal,Europe,Happy Planet Index,4,EuropeHappy Planet Index4,7
Qatar,Asia,Happy Planet Index,No Data,AsiaHappy Planet IndexNo Data,13
Romania,Europe,Happy Planet Index,6,EuropeHappy Planet Index6,11
Russia,UN Security Council,Happy Planet Index,2,UN Security CouncilHappy Planet Index2,1
Rwanda,Africa,Happy Planet Index,3,AfricaHappy Planet Index3,10
Saint Kitts and Nevis,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9
Saint Lucia,North America,Happy Planet Index,No Data,North AmericaHappy Planet IndexNo Data,9
