Country,Contient,Category,Bucket
Bahamas,North America,human development index,8
Bahrain,Asia,human development index,9
Bangladesh,Asia,human development index,5
Barbados,North America,human development index,8
Belarus,Europe,human development index,8
Belgium,Europe,human development index,10
Belize,North America,human development index,6
Benin,Africa,human development index,3
Bhutan,Asia,human development index,5
Bolivia,South America,human development index,6
Bosnia and Herzegovina,Europe,human development index,7
Botswana,Africa,human development index,7
Brazil,South America,human development index,7
Brunei,Asia,human development index,9
Bulgaria,Europe,human development index,8
Burkina Faso,Africa,human development index,2
Burundi,Africa,human development index,2
Cabo Verde,Africa,human development index,6
Cambodia,Asia,human development index,4
Cameroon,Africa,human development index,4
Canada,North America,human development index,10
Central African Republic,Africa,human development index,1
Chad,Africa,human development index,1
Chile,South America,human development index,9
China,UN Security Council,human development index,7
Colombia,South America,human development index,9
Comoros,Africa,human development index,7
Congo (Dem. Rep.),Africa,human development index,2
Congo (Rep.),Africa,human development index,5
Costa Rica,North America,human development index,8
Cote d'Ivoire,Africa,human development index,8
Croatia,Europe,human development index,8
Cuba,North America,human development index,8
Cyprus,Europe,human development index,9
Czech Republic,Europe,human development index,9
Denmark,Europe,human development index,10
Djibouti,Africa,human development index,3
Dominica,North America,human development index,7
Dominican Republic,North America,human development index,7
Ecuador,South America,human development index,7
Egypt,Africa,human development index,6
El Salvador,North America,human development index,6
Equatorial Guinea,Africa,human development index,4
Eritrea,Africa,human development index,2
Estonia,Europe,human development index,9
Eswatini,Africa,human development index,4
Ethiopia,Africa,human development index,2
Fiji,Oceania,human development index,7
Finland,Europe,human development index,10
France,UN Security Council,human development index,10
Gabon,Africa,human development index,6
"Gambia, The",Africa,human development index,2
Georgia,Europe,human development index,8
Germany,Europe,human development index,10
Ghana,Africa,human development index,4
Greece,Europe,human development index,9
Grenada,North America,human development index,7
Guatemala,North America,human development index,5
Guinea,Africa,human development index,2
Guinea-Bissau,Africa,human development index,2
Guyana,South America,human development index,6
Haiti,North America,human development index,3
Honduras,North America,human development index,5
Hungary,Europe,human development index,9
Iceland,Europe,human development index,10
India,Asia,human development index,5
Indonesia,Asia,human development index,6
Iran,Asia,human development index,8
Iraq,Asia,human development index,6
Ireland,Europe,human development index,10
Israel,Asia,human development index,10
Italy,Europe,human development index,9
Jamaica,North America,human development index,7
Japan,Asia,human development index,10
Jordan,Asia,human development index,7
Kazakhstan,Asia,human development index,8
Kenya,Africa,human development index,4
Kiribati,Oceania,human development index,5
Korea (Dem. People’s Rep.),Asia,human development index,No Data
Korea (Rep.),Asia,human development index,10
Kosovo,Europe,human development index,No Data
Kuwait,Asia,human development index,8
Kyrgyzstan,Asia,human development index,6
Laos,Asia,human development index,5
Latvia,Europe,human development index,9
Lebanon,Asia,human development index,7
Lesotho,Africa,human development index,3
Liberia,Africa,human development index,2
Libya,Africa,human development index,6
Liechtenstein,Europe,human development index,10
Lithuania,Europe,human development index,9
Luxembourg,Europe,human development index,10
Macedonia,Europe,human development index,No Data
Madagascar,Africa,human development index,3
Malawi,Africa,human development index,3
Malaysia,Asia,human development index,8
Maldives,Asia,human development index,7
Mali,Africa,human development index,2
Malta,Europe,human development index,9
Marshall Islands,Oceania,human development index,6
Mauritania,Africa,human development index,3
Mauritius,Africa,human development index,8
Mexico,North America,human development index,8
Micronesia,Oceania,human development index,5
Moldova,Europe,human development index,6
Monaco,Europe,human development index,No Data
Mongolia,Asia,human development index,7
Montenegro,Europe,human development index,8
Morocco,Africa,human development index,6
Mozambique,Africa,human development index,2
Myanmar,Asia,human development index,4
Namibia,Africa,human development index,5
Nauru,Oceania,human development index,No Data
Nepal,Asia,human development index,4
Netherlands,Europe,human development index,10
New Zealand,Oceania,human development index,10
Nicaragua,North America,human development index,6
Niger,Africa,human development index,1
Nigeria,Africa,human development index,3
Norway,Europe,human development index,10
Oman,Asia,human development index,8
Pakistan,Asia,human development index,4
Palau,Oceania,human development index,8
Panama,North America,human development index,8
Papua New Guinea,Oceania,human development index,4
Paraguay,South America,human development index,6
Peru,South America,human development index,7
Philippines,Asia,human development index,6
Poland,Europe,human development index,9
Portugal,Europe,human development index,9
Qatar,Asia,human development index,9
Romania,Europe,human development index,8
Russia,UN Security Council,human development index,8
Rwanda,Africa,human development index,3
Saint Kitts and Nevis,North America,human development index,8
Saint Lucia,North America,human development index,7
Saint Vincent and the Grenadines,North America,human development index,7
Samoa,Oceania,human development index,6
San Marino,Europe,human development index,No Data
Sao Tome and Principe,Africa,human development index,4
Saudi Arabia,Asia,human development index,9
Senegal,Africa,human development index,3
Serbia,Europe,human development index,8
Seychelles,Africa,human development index,8
Sierra Leone,Africa,human development index,2
Singapore,Asia,human development index,10
Slovakia,Europe,human development index,9
Slovenia,Europe,human development index,10
Solomon Islands,Oceania,human development index,4
Somalia,Africa,human development index,No Data
South Africa,Africa,human development index,6
South Sudan,Africa,human development index,1
Spain,Europe,human development index,9
Sri Lanka,Asia,human development index,7
Sudan,Africa,human development index,3
Suriname,South America,human development index,7
Sweden,Europe,human development index,10
Switzerland,Europe,human development index,10
Syria,Asia,human development index,4
Taiwan,Asia,human development index,No Data
Tajikistan,Asia,human development index,5
Tanzania,Africa,human development index,4
Thailand,Asia,human development index,7
Timor-Leste,Asia,human development index,5
Togo,Africa,human development index,3
Tonga,Oceania,human development index,7
Trinidad and Tobago,North America,human development index,8
Tunisia,Africa,human development index,7
Turkey,Asia,human development index,8
Turkmenistan,Asia,human development index,6
Tuvalu,Oceania,human development index,No Data
Uganda,Africa,human development index,3
Ukraine,Europe,human development index,7
United Arab Emirates,Asia,human development index,9
United Kingdom,UN Security Council,human development index,10
United States,UN Security Council,human development index,10
Uruguay,South America,human development index,8
Uzbekistan,Asia,human development index,6
Vanuatu,Oceania,human development index,5
Venezuela,South America,human development index,7
Vietnam,Asia,human development index,6
Yemen,Asia,human development index,2
Zambia,Africa,human development index,4
Zimbabwe,Africa,human development index,4
Afghanistan,Asia,world happiness report score,1
Albania,Europe,world happiness report score,4
Algeria,Africa,world happiness report score,6
Andorra,Europe,world happiness report score,No Data
Angola,Africa,world happiness report score,No Data
Antigua & Barbuda,North America,world happiness report score,No Data
Argentina,South America,world happiness report score,7
Armenia,Europe,world happiness report score,4
Australia,Oceania,world happiness report score,9
Austria,Europe,world happiness report score,10
Azerbaijan,Europe,world happiness report score,5
Bahamas,North America,world happiness report score,No Data
Bahrain,Asia,world happiness report score,7
Bangladesh,Asia,world happiness report score,4
Barbados,North America,world happiness report score,No Data
Belarus,Europe,world happiness report score,6
Belgium,Europe,world happiness report score,9
Belize,North America,world happiness report score,No Data
Benin,Africa,world happiness report score,5
Bhutan,Asia,world happiness report score,No Data
Bolivia,South America,world happiness report score,6
Bosnia and Herzegovina,Europe,world happiness report score,5
Botswana,Africa,world happiness report score,2
Brazil,South America,world happiness report score,8
Brunei,Asia,world happiness report score,No Data
Bulgaria,Europe,world happiness report score,No Data
Burkina Faso,Africa,world happiness report score,4
Burundi,Africa,world happiness report score,No Data
Cabo Verde,Africa,world happiness report score,No Data
Cambodia,Asia,world happiness report score,4
Cameroon,Africa,world happiness report score,5
Canada,North America,world happiness report score,No Data
Central African Republic,Africa,world happiness report score,2
Chad,Africa,world happiness report score,4
Chile,South America,world happiness report score,8
China,UN Security Council,world happiness report score,5
Colombia,South America,world happiness report score,7
Comoros,Africa,world happiness report score,No Data
Congo (Dem. Rep.),Africa,world happiness report score,4
Congo (Rep.),Africa,world happiness report score,5
Costa Rica,North America,world happiness report score,9
Cote d'Ivoire,Africa,world happiness report score,5
Croatia,Europe,world happiness report score,6
Cuba,North America,world happiness report score,No Data
Cyprus,Europe,world happiness report score,7
Czech Republic,Europe,world happiness report score,9
Denmark,Europe,world happiness report score,10
Djibouti,Africa,world happiness report score,No Data
Dominica,North America,world happiness report score,No Data
Dominican Republic,North America,world happiness report score,6
Ecuador,South America,world happiness report score,7
Egypt,Africa,world happiness report score,3
El Salvador,North America,world happiness report score,8
Equatorial Guinea,Africa,world happiness report score,No Data
Eritrea,Africa,world happiness report score,No Data
Estonia,Europe,world happiness report score,7
Eswatini,Africa,world happiness report score,No Data
Ethiopia,Africa,world happiness report score,3
Fiji,Oceania,world happiness report score,No Data
Finland,Europe,world happiness report score,10
France,UN Security Council,world happiness report score,8
Gabon,Africa,world happiness report score,5
"Gambia, The",Africa,world happiness report score,No Data
Georgia,Europe,world happiness report score,4
Germany,Europe,world happiness report score,9
Ghana,Africa,world happiness report score,6
Greece,Europe,world happiness report score,5
Grenada,North America,world happiness report score,No Data
Guatemala,North America,world happiness report score,8
Guinea,Africa,world happiness report score,5
Guinea-Bissau,Africa,world happiness report score,No Data
Guyana,South America,world happiness report score,No Data
Haiti,North America,world happiness report score,3
Honduras,North America,world happiness report score,7
Hungary,Europe,world happiness report score,7
Iceland,Europe,world happiness report score,10
India,Asia,world happiness report score,3
Indonesia,Asia,world happiness report score,5
Iran,Asia,world happiness report score,5
Iraq,Asia,world happiness report score,4
Ireland,Europe,world happiness report score,9
Israel,Asia,world happiness report score,10
Italy,Europe,world happiness report score,7
Jamaica,North America,world happiness report score,7
Japan,Asia,world happiness report score,7
Jordan,Asia,world happiness report score,5
Kazakhstan,Asia,world happiness report score,7
Kenya,Africa,world happiness report score,4
Kiribati,Oceania,world happiness report score,No Data
Korea (Dem. People’s Rep.),Asia,world happiness report score,No Data
Korea (Rep.),Asia,world happiness report score,7
Kosovo,Europe,world happiness report score,7
Kuwait,Asia,world happiness report score,7
Kyrgyzstan,Asia,world happiness report score,6
Laos,Asia,world happiness report score,4
Latvia,Europe,world happiness report score,7
Lebanon,Asia,world happiness report score,5
Lesotho,Africa,world happiness report score,No Data
Liberia,Africa,world happiness report score,4
Libya,Africa,world happiness report score,6
Liechtenstein,Europe,world happiness report score,No Data
Lithuania,Europe,world happiness report score,8
Luxembourg,Europe,world happiness report score,9
Macedonia,Europe,world happiness report score,6
Madagascar,Africa,world happiness report score,3
Malawi,Africa,world happiness report score,2
Malaysia,Asia,world happiness report score,No Data
Maldives,Asia,world happiness report score,No Data
Mali,Africa,world happiness report score,5
Malta,Europe,world happiness report score,8
Marshall Islands,Oceania,world happiness report score,No Data
Mauritania,Africa,world happiness report score,4
Mauritius,Africa,world happiness report score,7
Mexico,North America,world happiness report score,8
Micronesia,Oceania,world happiness report score,No Data
Moldova,Europe,world happiness report score,6
Monaco,Europe,world happiness report score,No Data
Mongolia,Asia,world happiness report score,6
Montenegro,Europe,world happiness report score,6
Morocco,Africa,world happiness report score,6
Mozambique,Africa,world happiness report score,4
Myanmar,Asia,world happiness report score,3
Namibia,Africa,world happiness report score,4
Nauru,Oceania,world happiness report score,No Data
Nepal,Asia,world happiness report score,5
Netherlands,Europe,world happiness report score,10
New Zealand,Oceania,world happiness report score,10
Nicaragua,North America,world happiness report score,8
Niger,Africa,world happiness report score,4
Nigeria,Africa,world happiness report score,6
Norway,Europe,world happiness report score,10
Oman,Asia,world happiness report score,No Data
Pakistan,Asia,world happiness report score,7
Palau,Oceania,world happiness report score,No Data
Panama,North America,world happiness report score,8
Papua New Guinea,Oceania,world happiness report score,No Data
Paraguay,South America,world happiness report score,No Data
Peru,South America,world happiness report score,6
Philippines,Asia,world happiness report score,6
Poland,Europe,world happiness report score,7
Portugal,Europe,world happiness report score,6
Qatar,Asia,world happiness report score,No Data
Romania,Europe,world happiness report score,7
Russia,UN Security Council,world happiness report score,6
Rwanda,Africa,world happiness report score,No Data
Saint Kitts and Nevis,North America,world happiness report score,No Data
Saint Lucia,North America,world happiness report score,No Data
Saint Vincent and the Grenadines,North America,world happiness report score,No Data
Samoa,Oceania,world happiness report score,No Data
San Marino,Europe,world happiness report score,No Data
Sao Tome and Principe,Africa,world happiness report score,No Data
Saudi Arabia,Asia,world happiness report score,8
Senegal,Africa,world happiness report score,4
Serbia,Europe,world happiness report score,5
Seychelles,Africa,world happiness report score,No Data
Sierra Leone,Africa,world happiness report score,3
Singapore,Asia,world happiness report score,8
Slovakia,Europe,world happiness report score,8
Slovenia,Europe,world happiness report score,7
Solomon Islands,Oceania,world happiness report score,No Data
Somalia,Africa,world happiness report score,No Data
South Africa,Africa,world happiness report score,4
South Sudan,Africa,world happiness report score,1
Spain,Europe,world happiness report score,7
Sri Lanka,Asia,world happiness report score,4
Sudan,Africa,world happiness report score,No Data
Suriname,South America,world happiness report score,No Data
Sweden,Europe,world happiness report score,10
Switzerland,Europe,world happiness report score,10
Syria,Asia,world happiness report score,No Data
Taiwan,Asia,world happiness report score,8
Tajikistan,Asia,world happiness report score,7
